,section,gender,ageGroup,educationLvl,economicSituation,nationality,residence,leg_count,leg_0_activity,leg_0_distance,leg_0_mode,leg_0_departure,leg_0_arrival,leg_0_x,leg_0_y,leg_1_activity,leg_1_distance,leg_1_mode,leg_1_departure,leg_1_arrival,leg_1_x,leg_1_y,leg_2_activity,leg_2_distance,leg_2_mode,leg_2_departure,leg_2_arrival,leg_2_x,leg_2_y,leg_3_activity,leg_3_distance,leg_3_mode,leg_3_departure,leg_3_arrival,leg_3_x,leg_3_y,leg_4_activity,leg_4_distance,leg_4_mode,leg_4_departure,leg_4_arrival,leg_4_x,leg_4_y,leg_5_activity,leg_5_distance,leg_5_mode,leg_5_departure,leg_5_arrival,leg_5_x,leg_5_y,leg_6_activity,leg_6_distance,leg_6_mode,leg_6_departure,leg_6_arrival,leg_6_x,leg_6_y,leg_7_activity,leg_7_distance,leg_7_mode,leg_7_departure,leg_7_arrival,leg_7_x,leg_7_y,leg_8_activity,leg_8_distance,leg_8_mode,leg_8_departure,leg_8_arrival,leg_8_x,leg_8_y,leg_9_activity,leg_9_distance,leg_9_mode,leg_9_departure,leg_9_arrival,leg_9_x,leg_9_y,leg_10_activity,leg_10_distance,leg_10_mode,leg_10_departure,leg_10_arrival,leg_10_x,leg_10_y,leg_11_activity,leg_11_distance,leg_11_mode,leg_11_departure,leg_11_arrival,leg_11_x,leg_11_y,leg_12_activity,leg_12_distance,leg_12_mode,leg_12_departure,leg_12_arrival,leg_12_x,leg_12_y,leg_13_activity,leg_13_distance,leg_13_mode,leg_13_departure,leg_13_arrival,leg_13_x,leg_13_y,leg_14_activity,leg_14_distance,leg_14_mode,leg_14_departure,leg_14_arrival,leg_14_x,leg_14_y,leg_15_activity,leg_15_distance,leg_15_mode,leg_15_departure,leg_15_arrival,leg_15_x,leg_15_y,leg_16_activity,leg_16_distance,leg_16_mode,leg_16_departure,leg_16_arrival,leg_16_x,leg_16_y
3550,010933001,Female,55-59,Undergradute+,Inactive,Portuguese,Live in Portugal,2,visit_friend_family,1607.0,car,14:00:00,14:05:00,-28871.1740652529,148666.7906401201,home,1463.0,car,21:00:00,21:05:00,-29281.25899144646,149164.46525519982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3551,131717007,Male,20-24,Highschool,Worker 2 sec,Portuguese,Live in Portugal,2,school,810.0,car,08:00:00,08:10:00,-44086.52514545693,167426.5372460559,home,810.0,car,17:00:00,17:15:00,-41594.68016093354,150977.42641788803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,131210007,Female,60-64,Undergradute+,Worker 3 sec,Portuguese,Live in Portugal,4,work,12743.0,car,08:30:00,09:05:00,-29316.092099996735,148983.79287854707,personal_issues,8408.0,car,12:30:00,12:45:00,-38941.12232432634,157318.18073183927,visit_friend_family,11694.0,car,14:40:00,15:00:00,-30146.2581734163,160657.06593210367,home,18908.0,car,17:30:00,18:15:00,-40751.7894566183,166840.57926205825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,131437011,Male,20-24,3 Basic,Worker 3 sec,Portuguese,Live in Portugal,2,work,17339.0,car,21:30:00,22:15:00,-39628.95903771295,173928.13728863868,home,17339.0,car,06:15:00,07:00:00,-28608.13424734819,186974.57004880023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,010902005,Female,40-44,Undergradute+,Worker 2 sec,Portuguese,Live in Portugal,5,eat_out,3097.0,car,10:00:00,10:12:00,-32494.54673282699,142288.67357937322,groceries,4978.35,car,11:00:00,11:10:00,-33905.178338830236,144991.33763106176,home,2363.0,car,14:30:00,14:40:00,-32305.903238426516,138247.2276083757,take_someone_somewhere,11080.0,car,16:00:00,16:35:00,-33661.09333339586,127262.46942881856,home,11482.0,car,17:00:00,17:35:00,-32305.903238426516,138247.2276083757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,131727009,Female,50-54,3 Basic,Reformed,Portuguese,Live abroad,2,home,4724.48,car,12:00:00,13:00:00,-39204.896257172666,161635.9026179213,work,4724.48,car,17:00:00,18:00:00,-38729.74973955778,156603.34320254193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,131727037,Female,25-29,3 Basic,Students,Portuguese,Live in Portugal,2,work,11232.0,car,14:00:00,14:15:00,-29352.292523872904,159107.97077508116,home,10768.0,car,19:30:00,19:45:00,-40127.39925189483,158506.3378649667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,131505018,Male,35-39,1 Basic,Worker 3 sec,Portuguese,Live abroad,2,work,16122.0,car,08:30:00,08:55:00,-47533.71151497791,170275.4611427245,home,16122.0,car,19:20:00,19:45:00,-31664.949346465924,168894.2491811272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,131810005,Female,20-24,3 Basic,Unemployed new,Portuguese,Live in Portugal,2,school,7007.0,pt,08:00:00,09:00:00,-28888.51925182598,186411.5549105489,home,7342.0,pt,13:00:00,13:40:00,-35024.33260674294,184415.6645364709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,131217034,Male,60-64,Highschool,Reformed,Portuguese,Live in Portugal,6,take_someone_somewhere,10435.0,car,08:00:00,08:20:00,-40474.70573685197,173869.4075819247,work,8818.0,car,08:25:00,08:45:00,-31850.58497920181,167898.93560128548,groceries,1025.0,car,19:30:00,19:40:00,-40059.51304326281,163909.0142080863,home,1497.0,car,20:00:00,20:10:00,-40901.529603844254,164434.7704262256,workout,4009.0,car,20:30:00,20:40:00,-42707.180275492574,167039.6355515799,home,4027.0,car,21:30:00,21:40:00,-40901.529603844254,164434.7704262256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,131416002,Female,70-74,1 Basic,Reformed,Portuguese,Live abroad,2,doctor,1811.0,car,09:00:00,09:18:06,-24395.31943442149,185151.41459586425,home,1763.0,car,12:00:00,12:17:37,-23899.735279469143,187053.3561448283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,011601013,Female,35-39,Highschool,Reformed,Portuguese,Live in Portugal,2,work,2889.0,pt,08:45:00,08:52:00,-28021.532033107276,139309.92914568563,home,2889.0,pt,19:15:00,19:22:00,-30397.436863987554,137286.794165353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,131315029,Female,60-64,2 Basic,Inactive,Portuguese,Live in Portugal,2,groceries,10752.0,car,19:30:00,19:45:00,-45091.5003386609,174385.73425114749,home,10752.0,car,22:30:00,22:45:00,-51981.226512319925,190231.61185811972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,130619026,Male,65-69,Highschool,Reformed,Portuguese,Live abroad,2,groceries,932.0,car,15:00:00,15:20:00,-38740.60484919309,167696.0368243239,home,932.0,car,18:00:00,18:20:00,-39968.57526656734,172667.4011280178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,130811022,Female,60-64,1 Basic,Reformed,Portuguese,Live in Portugal,2,around_the_block,3284.0,car,09:45:00,10:17:50,-44892.975467669356,172774.78370024648,home,3284.0,car,10:50:50,11:23:40,-42230.59615827799,170069.41623993072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,010916002,Male,50-54,3 Basic,Students,Portuguese,Live in Portugal,2,work,4082.0,car,08:00:00,08:15:00,-31964.62372858481,146618.63640368672,home,4095.0,car,17:30:00,17:45:00,-36752.20016897321,147479.0690365942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,131727044,Male,75+,2 Basic,Inactive,Portuguese,Live in Portugal,7,home,1812.0,car,00:00:00,00:15:00,-39549.63781793055,161236.02909216675,groceries,514.0,car,10:00:00,10:15:00,-40059.51304326281,163909.0142080863,home,514.0,car,12:00:00,12:15:00,-39549.63781793055,161236.02909216675,doctor,1225.0,car,13:30:00,13:50:00,-40147.33840720185,161993.1382746061,home,1225.0,car,15:00:00,15:20:00,-39549.63781793055,161236.02909216675,eat_out,1527.0,car,19:00:00,19:25:00,-38649.92088074158,162605.53143067993,leasure_other,3068.0,car,19:45:00,20:00:00,-36502.81364500216,163644.3233795117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,131217052,Female,20-24,1 Basic,Worker 2 sec,Portuguese,Live in Portugal,3,school,8691.0,pt,07:00:00,07:40:00,-38838.201572241545,158601.18775956225,school,2842.0,pt,13:00:00,13:40:00,-38317.207819461815,167528.02442194536,home,5766.5,pt,18:40:00,19:20:00,-40667.738031411536,163608.1130738712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,130412010,Male,55-59,Highschool,Worker 3 sec,Portuguese,Live in Portugal,2,take_someone_somewhere,1660.0,car,08:00:00,08:05:00,-35238.98516063129,170998.56772772106,home,1776.0,car,08:05:00,08:10:00,-33456.77465694928,170489.2878562407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,130619005,Female,70-74,3 Basic,Worker 2 sec,Portuguese,Live in Portugal,2,take_someone_somewhere,4477.0,car,16:15:00,16:23:00,-44237.9153061595,171590.5101850111,home,3758.0,car,16:35:00,16:43:00,-40546.8163195818,173557.810291643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,010932002,Female,65-69,Highschool,Inactive,Portuguese,Live in Portugal,6,visit_friend_family,3604.0,car,15:30:00,15:45:00,-33943.27608633282,143202.02693979253,leasure_collective,2827.0,car,16:45:00,17:05:00,-32657.66996289617,139772.70514409366,eat_out,1518.0,car,18:20:00,18:25:00,-30628.69289788755,141725.35281803028,home,3623.0,car,18:50:00,18:55:00,-31331.647933693843,142888.64105196696,eat_out,200.0,car,20:15:00,20:20:00,-30655.65415482056,141981.12523376368,home,200.0,car,21:30:00,21:35:00,-31331.647933693843,142888.64105196696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,131613001,Male,50-54,No education,Inactive,Portuguese,Live in Portugal,2,work,4313.0,pt,09:09:00,09:38:00,-50465.705473818416,174728.20658378315,home,4749.0,car,19:16:00,19:50:00,-50055.915976726326,179175.71025316347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,131217006,Female,50-54,Undergradute+,Reformed,Portuguese,Live abroad,4,home,11351.0,car,01:00:00,01:15:00,-41681.35585534365,165596.306898623,work,13515.0,pt,06:15:00,06:25:00,-37800.4192362347,153663.072455911,home,13155.0,pt,14:00:00,14:15:00,-41681.35585534365,165596.306898623,leasure_other,9846.0,car,22:15:00,22:30:00,-51554.215767088564,166039.49863987224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,131730024,Female,75+,2 Basic,Inactive,Portuguese,Live in Portugal,2,doctor,664.0,car,15:00:00,15:06:38,-40872.93537194493,161957.42762486576,home,664.0,car,17:00:00,17:06:38,-40765.34148093218,162000.21305608682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,130619024,Female,45-49,Highschool,Reformed,Portuguese,Live in Portugal,2,home,4340.0,car,20:00:00,20:10:00,-40404.082082352674,172828.7055362769,work,4340.0,car,04:10:00,04:20:00,-36614.778199601795,171110.55896987533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,131433005,Male,70-74,Highschool,Reformed,Portuguese,Live abroad,7,leasure_collective,1472.0,car,09:00:00,09:05:00,-25952.46568452704,187708.36435416786,leasure_collective,1237.81,car,09:15:00,09:27:22,-26375.62376721804,188346.1188220942,home,1168.28,car,11:20:00,11:35:00,-27005.57214271276,187866.54336302401,leasure_collective,1472.0,car,14:00:00,14:05:00,-27849.284542185662,188948.61604157867,home,1189.0,car,17:30:00,17:35:00,-27005.57214271276,187866.54336302401,leasure_collective,1472.0,car,20:00:00,20:05:00,-26621.91336504755,186593.66530675945,home,1189.0,car,22:00:00,22:05:00,-27005.57214271276,187866.54336302401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,131216007,Male,40-44,Undergradute+,Inactive,Portuguese,Live abroad,3,take_someone_somewhere,1507.0,car,08:30:00,08:35:00,-43526.627373442425,163350.29779065377,work,4292.0,car,08:50:00,09:05:00,-41907.547037230615,162349.07925740723,home,6536.0,car,18:00:00,18:10:00,-45543.793224493194,164780.23082818862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,131628022,Male,35-39,2 Basic,Worker 3 sec,Portuguese,Live in Portugal,3,work,7705.0,car,08:00:00,08:45:00,-44213.56562100204,194694.61227545975,take_someone_somewhere,3605.0,car,18:30:00,18:50:00,-50016.78840333002,192421.56303437607,home,9103.0,car,18:55:00,19:35:00,-51481.11316321054,188396.51611521092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,131210022,Male,40-44,Undergradute+,Reformed,Portuguese,Live abroad,2,take_someone_somewhere,2665.0,car,10:00:00,10:15:00,-41543.814520496504,168402.85279539405,home,2665.0,car,15:05:00,15:20:00,-38666.60910105257,166853.68784894902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,131308001,Female,70-74,No education,Reformed,Portuguese,Live abroad,2,groceries,515.0,car,16:00:00,16:15:00,-45091.5003386609,174385.73425114749,home,515.0,car,16:45:00,17:00:00,-50375.74439188798,197255.24135922338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,131315023,Female,50-54,Highschool,Worker 3 sec,Portuguese,Live in Portugal,2,work,3565.0,car,08:30:00,09:00:00,-47535.50094311272,187984.5434614976,home,4184.0,car,18:00:00,18:20:00,-50345.99712618468,190196.52642852138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,131315024,Male,60-64,1 Basic,Unemployed new,Portuguese,Live in Portugal,6,work,898.0,car,07:00:00,07:07:00,-50626.30095970902,189042.0654406409,home,837.0,car,12:00:00,12:07:00,-51406.946289486434,189498.37769790905,groceries,9595.0,car,14:00:00,14:15:00,-45091.5003386609,174385.73425114749,home,10061.0,car,16:15:00,16:30:00,-51406.946289486434,189498.37769790905,take_someone_somewhere,1964.0,car,18:30:00,18:35:00,-50757.14146487393,186653.21595482546,home,1944.0,car,20:15:00,20:20:00,-51406.946289486434,189498.37769790905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582,131505019,Male,40-44,1 Basic,Worker 2 sec,Portuguese,Live in Portugal,2,work,22222.0,car,07:50:00,08:30:00,-37814.96789747617,166492.58654550748,home,22222.0,car,16:00:00,16:30:00,-31050.123096538176,169178.34928454433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,131628013,Male,40-44,2 Basic,Worker 3 sec,Portuguese,Live abroad,3,work,3786.0,car,09:20:00,09:40:00,-48059.26082584245,181484.8896674872,work,4819.0,car,16:30:00,17:07:00,-50545.14351007531,186709.40073045754,home,12463.0,car,21:20:00,21:40:00,-51477.53662523621,189050.94101185768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584,130413007,Female,75+,Highschool,Worker 2 sec,Portuguese,Live abroad,4,groceries,315.0,car,10:00:00,10:05:00,-38742.210231381054,167689.3661361399,home,315.0,car,10:35:00,10:40:00,-31787.945437592083,165146.23067879397,leasure_sport_or_culural,5905.0,car,18:30:00,18:45:00,-37138.660562695404,165088.26862280644,home,5822.0,car,20:15:00,20:30:00,-31787.945437592083,165146.23067879397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585,131811003,Male,65-69,2 Basic,Reformed,Portuguese,Live in Portugal,2,eat_out,385.0,car,08:00:00,08:10:00,-35035.02603891943,178606.72333294075,home,385.0,car,08:20:00,08:30:00,-35494.323566606334,178626.44442066495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,131727032,Female,35-39,Undergradute+,Reformed,Portuguese,Live in Portugal,2,home,3116.0,car,00:00:00,00:45:00,-39543.40120419918,158994.93176146664,work,5676.0,car,17:00:00,17:35:00,-44240.58973208863,158316.48646494493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3587,131203009,Male,25-29,3 Basic,Worker 3 sec,Portuguese,Live abroad,2,leasure_other,6156.0,car,12:30:00,12:45:00,-43805.36614505907,163358.72276498636,home,6407.0,car,15:30:00,15:42:00,-37703.012261906464,166078.4665119502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,130619011,Female,30-34,Highschool,Students,Portuguese,Live in Portugal,4,work,10558.0,car,05:00:00,05:10:00,-40533.16315744908,162908.58951070113,home,8818.0,car,13:00:00,13:10:00,-39891.88894115012,173089.96065587035,eat_out,584.0,car,14:00:00,14:10:00,-40635.63462373628,174195.1563471318,home,584.0,car,17:00:00,17:10:00,-39891.88894115012,173089.96065587035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589,130811005,Female,35-39,Highschool,Inactive,Portuguese,Live in Portugal,2,work,1504.0,car,08:15:00,08:35:00,-45525.45835652618,171622.47872624567,home,1442.0,car,18:40:00,19:00:00,-45987.72611450361,169923.0931587449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,131216016,Male,50-54,2 Basic,Reformed,Portuguese,Live in Portugal,2,work,2100.0,pt,07:50:00,08:05:00,-46445.60498546816,165755.9636091267,home,2100.0,pt,18:00:00,18:15:00,-44747.29880262451,164830.01518994133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,131211020,Female,55-59,Undergradute+,Reformed,Portuguese,Live in Portugal,2,work,1282.0,car,23:30:00,23:40:00,-44115.1791514947,168521.04807580222,home,1282.0,car,07:40:00,07:50:00,-42848.876221465274,167786.82219174967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,130415019,Male,65-69,Undergradute+,Unemployed new,Portuguese,Live in Portugal,2,groceries,1413.0,car,16:00:00,16:15:00,-39579.167704761545,161981.045788618,home,1413.0,car,17:30:00,17:45:00,-33273.159442418204,159725.9332019039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3593,010934008,Male,20-24,Highschool,Reformed,Portuguese,Live in Portugal,3,school,16107.0,car,07:40:00,08:10:00,-44086.52514545693,167426.5372460559,take_someone_somewhere,9415.0,car,19:10:00,19:30:00,-34092.27840595388,159214.73428915694,home,18676.0,car,19:50:00,20:15:00,-28663.216795485332,147988.97261749636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,131704003,Female,55-59,2 Basic,Reformed,Portuguese,Live in Portugal,2,eat_out,739.0,car,10:00:00,10:05:00,-43722.55364494938,161437.53937120928,home,4940.0,car,21:00:00,21:15:00,-43603.659412295376,162408.3483273058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,131717001,Male,25-29,1 Basic,Worker 3 sec,Portuguese,Live in Portugal,2,work,15109.0,car,08:00:00,08:30:00,-40103.99581423527,164811.22587024426,home,14462.0,car,18:00:00,18:40:00,-42655.1858398728,149838.01980410932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,131727017,Male,65-69,Undergradute+,Worker 3 sec,Portuguese,Live abroad,2,eat_out,392.0,car,10:00:00,10:10:00,-40304.86886169016,161210.07956231263,home,392.0,car,10:30:00,10:40:00,-40283.939331629765,161260.81036705818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597,011903001,Female,55-59,3 Basic,Domestic,Portuguese,Live in Portugal,2,work,22222.0,car,09:25:00,09:45:00,131.837956426054,115240.32128272874,home,22222.0,car,18:10:00,18:30:00,-16465.69997813272,129264.94040406085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,131217033,Male,30-34,1 Basic,Worker 3 sec,Portuguese,Live abroad,3,workout,890.0,car,06:40:00,06:55:00,-42312.9023057084,165275.4402899204,work,8430.0,pt,08:10:00,08:50:00,-46077.51664945731,166600.01367618243,home,6839.0,car,17:30:00,18:10:00,-40559.833177505476,164640.81195245468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,131723012,Female,20-24,Highschool,Worker 2 sec,Portuguese,Live in Portugal,3,school,2299.0,car,13:15:00,13:35:00,-39777.93872101904,167992.34119308201,school,2299.0,car,18:00:00,18:20:00,-38934.04759898596,167982.89566757286,home,2299.0,car,23:20:00,23:40:00,-37650.96692262982,160309.24538266237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,131727003,Female,40-44,Undergradute+,Students,Portuguese,Live in Portugal,2,work,22222.0,car,08:00:00,08:45:00,-21411.064596504337,145922.42781218345,home,22222.0,car,18:00:00,18:45:00,-38896.95317984542,160078.4420344643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
